date,time,item_name,category,quantity,price,total,payment_method,staff_name
2024-04-28,16:00,Salad,Food,2,8.5,17.0,Cash,Mike Davis
2024-04-28,20:21,Croissant,Food,1,3.25,3.25,Card,Alex Brown
2024-04-28,12:33,Cold Brew,Coffee,1,4.0,4.0,Card,Alex Brown
2024-04-28,13:08,Salad,Food,1,8.5,8.5,Card,Alex Brown
2024-04-28,13:08,Sandwich,Food,1,7.5,7.5,Mobile Pay,John Smith
2024-04-28,22:41,Cold Brew,Coffee,1,4.0,4.0,Card,John Smith
2024-04-28,22:41,Espresso,Coffee,2,2.5,5.0,Cash,John Smith
2024-04-28,22:41,Mocha,Coffee,1,5.5,5.5,Card,Sarah Johnson
2024-04-28,14:45,Sandwich,Food,1,7.5,7.5,Cash,John Smith
2024-04-28,14:45,Cappuccino,Coffee,1,4.5,4.5,Cash,John Smith
2024-04-28,11:58,Tea,Beverages,1,2.75,2.75,Cash,Emma Wilson
2024-04-28,07:49,Mocha,Coffee,2,5.5,11.0,Mobile Pay,John Smith
2024-04-28,07:49,Bagel,Food,1,4.25,4.25,Card,Emma Wilson
2024-04-28,17:48,Espresso,Coffee,1,2.5,2.5,Card,Emma Wilson
2024-04-28,13:24,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
2024-04-28,05:10,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-04-28,05:10,Americano,Coffee,1,3.5,3.5,Mobile Pay,Mike Davis
2024-04-28,03:56,Latte,Coffee,1,5.0,5.0,Mobile Pay,Alex Brown
2024-04-28,14:28,Bagel,Food,1,4.25,4.25,Mobile Pay,Mike Davis
2024-04-28,14:28,Mocha,Coffee,1,5.5,5.5,Mobile Pay,John Smith
2024-04-28,07:10,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Alex Brown
2024-04-28,17:24,Cake Slice,Food,2,4.75,9.5,Cash,Mike Davis
2024-04-28,17:10,Croissant,Food,1,3.25,3.25,Card,John Smith
2024-04-28,17:10,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Alex Brown
2024-04-28,11:38,Smoothie,Beverages,1,6.0,6.0,Card,Mike Davis
2024-04-28,11:38,Espresso,Coffee,1,2.5,2.5,Cash,Emma Wilson
2024-04-28,11:38,Smoothie,Beverages,1,6.0,6.0,Mobile Pay,Emma Wilson
2024-04-28,13:26,Bagel,Food,1,4.25,4.25,Cash,Mike Davis
2024-04-28,19:53,Croissant,Food,1,3.25,3.25,Mobile Pay,Mike Davis
2024-04-28,19:53,Croissant,Food,1,3.25,3.25,Mobile Pay,Alex Brown
2024-04-28,14:50,Cake Slice,Food,1,4.75,4.75,Card,Sarah Johnson
2024-04-28,16:07,Salad,Food,1,8.5,8.5,Cash,Emma Wilson
2024-04-28,16:07,Espresso,Coffee,2,2.5,5.0,Card,Alex Brown
2024-04-28,19:24,Bagel,Food,1,4.25,4.25,Card,Alex Brown
2024-04-28,11:42,Salad,Food,1,8.5,8.5,Mobile Pay,Emma Wilson
2024-04-28,11:42,Mocha,Coffee,1,5.5,5.5,Card,Mike Davis
2024-04-28,11:42,Smoothie,Beverages,1,6.0,6.0,Cash,Alex Brown
2024-04-28,09:24,Latte,Coffee,1,5.0,5.0,Cash,Emma Wilson
2024-04-28,19:19,Sandwich,Food,2,7.5,15.0,Card,Sarah Johnson
2024-04-28,07:18,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-04-28,17:20,Cold Brew,Coffee,1,4.0,4.0,Card,Alex Brown
2024-04-28,17:20,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Mike Davis
2024-04-28,07:07,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
2024-04-28,07:07,Cold Brew,Coffee,1,4.0,4.0,Card,Emma Wilson
2024-04-28,14:50,Croissant,Food,1,3.25,3.25,Cash,Emma Wilson
2024-04-28,19:45,Cake Slice,Food,2,4.75,9.5,Card,Emma Wilson
2024-04-28,19:45,Hot Chocolate,Beverages,1,4.0,4.0,Mobile Pay,John Smith
2024-04-28,21:52,Sandwich,Food,1,7.5,7.5,Mobile Pay,Sarah Johnson
2024-04-28,21:52,Bagel,Food,1,4.25,4.25,Cash,Alex Brown
2024-04-28,16:22,Americano,Coffee,2,3.5,7.0,Cash,John Smith
2024-04-28,15:15,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,John Smith
2024-04-28,15:15,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Alex Brown
2024-04-28,07:21,Cappuccino,Coffee,2,4.5,9.0,Mobile Pay,Emma Wilson
2024-04-28,07:21,Cappuccino,Coffee,1,4.5,4.5,Card,Mike Davis
2024-04-28,18:12,Bagel,Food,1,4.25,4.25,Mobile Pay,Emma Wilson
2024-04-28,18:12,Croissant,Food,1,3.25,3.25,Cash,Alex Brown
2024-04-28,18:51,Americano,Coffee,2,3.5,7.0,Card,Alex Brown
2024-04-28,00:57,Bagel,Food,1,4.25,4.25,Mobile Pay,Alex Brown
2024-04-28,11:39,Espresso,Coffee,1,2.5,2.5,Card,Alex Brown
2024-04-28,11:39,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-04-28,01:47,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Emma Wilson
2024-04-28,01:47,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Emma Wilson
2024-04-28,01:47,Latte,Coffee,1,5.0,5.0,Cash,Mike Davis
2024-04-28,13:42,Bagel,Food,1,4.25,4.25,Card,John Smith
2024-04-28,13:42,Bagel,Food,2,4.25,8.5,Mobile Pay,Alex Brown
2024-04-28,13:42,Mocha,Coffee,1,5.5,5.5,Cash,Sarah Johnson
2024-04-28,18:23,Latte,Coffee,1,5.0,5.0,Card,Mike Davis
2024-04-28,04:59,Mocha,Coffee,1,5.5,5.5,Cash,Sarah Johnson
2024-04-28,13:21,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Sarah Johnson
2024-04-28,13:36,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Emma Wilson
2024-04-28,17:30,Hot Chocolate,Beverages,1,4.0,4.0,Cash,Sarah Johnson
2024-04-28,19:52,Cold Brew,Coffee,1,4.0,4.0,Cash,John Smith
2024-04-28,19:02,Espresso,Coffee,1,2.5,2.5,Card,Sarah Johnson
2024-04-28,19:02,Hot Chocolate,Beverages,1,4.0,4.0,Cash,Sarah Johnson
2024-04-28,17:38,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-04-28,17:38,Croissant,Food,2,3.25,6.5,Cash,Mike Davis
2024-04-28,14:11,Cold Brew,Coffee,1,4.0,4.0,Cash,John Smith
2024-04-28,14:11,Sandwich,Food,1,7.5,7.5,Mobile Pay,Alex Brown
2024-04-28,18:34,Bagel,Food,1,4.25,4.25,Mobile Pay,Emma Wilson
2024-04-28,18:34,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Sarah Johnson
2024-04-28,17:57,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
2024-04-28,17:57,Americano,Coffee,2,3.5,7.0,Card,Emma Wilson
2024-04-28,11:28,Espresso,Coffee,1,2.5,2.5,Cash,Mike Davis
2024-04-28,07:01,Sandwich,Food,1,7.5,7.5,Cash,Alex Brown
2024-04-28,06:45,Americano,Coffee,2,3.5,7.0,Mobile Pay,John Smith
2024-04-28,06:45,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-04-28,13:14,Latte,Coffee,1,5.0,5.0,Mobile Pay,Alex Brown
2024-04-28,13:14,Salad,Food,2,8.5,17.0,Cash,Mike Davis
2024-04-28,15:16,Muffin,Food,2,3.75,7.5,Card,Alex Brown
2024-04-28,15:16,Mocha,Coffee,1,5.5,5.5,Card,Sarah Johnson
2024-04-28,13:51,Smoothie,Beverages,1,6.0,6.0,Mobile Pay,John Smith
2024-04-28,13:51,Cake Slice,Food,1,4.75,4.75,Card,Mike Davis
2024-04-28,06:25,Americano,Coffee,1,3.5,3.5,Cash,John Smith
2024-04-28,11:29,Sandwich,Food,2,7.5,15.0,Cash,Mike Davis
2024-04-28,11:29,Muffin,Food,1,3.75,3.75,Cash,Sarah Johnson
2024-04-28,11:29,Tea,Beverages,1,2.75,2.75,Mobile Pay,Mike Davis
2024-04-28,16:14,Fresh Juice,Beverages,1,4.25,4.25,Cash,Mike Davis
2024-04-28,18:55,Mocha,Coffee,1,5.5,5.5,Card,Alex Brown
2024-04-28,18:55,Espresso,Coffee,1,2.5,2.5,Card,Sarah Johnson
2024-04-28,09:05,Cappuccino,Coffee,1,4.5,4.5,Card,Emma Wilson
2024-04-28,16:23,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Sarah Johnson
2024-04-28,16:23,Espresso,Coffee,1,2.5,2.5,Cash,Mike Davis
2024-04-28,16:23,Mocha,Coffee,1,5.5,5.5,Cash,Emma Wilson
2024-04-28,08:03,Cake Slice,Food,2,4.75,9.5,Card,Sarah Johnson
2024-04-28,18:39,Cold Brew,Coffee,1,4.0,4.0,Card,Emma Wilson
2024-04-28,18:39,Smoothie,Beverages,1,6.0,6.0,Card,Alex Brown
2024-04-28,07:08,Fresh Juice,Beverages,1,4.25,4.25,Cash,Emma Wilson
2024-04-28,12:26,Muffin,Food,1,3.75,3.75,Cash,Emma Wilson
2024-04-28,06:32,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Mike Davis
2024-04-28,04:16,Americano,Coffee,1,3.5,3.5,Card,Emma Wilson
2024-04-28,07:59,Americano,Coffee,1,3.5,3.5,Cash,Sarah Johnson
2024-04-28,16:31,Salad,Food,1,8.5,8.5,Card,John Smith
2024-04-28,16:31,Cappuccino,Coffee,2,4.5,9.0,Cash,Mike Davis
2024-04-28,18:24,Cold Brew,Coffee,1,4.0,4.0,Card,John Smith
2024-04-28,08:26,Bagel,Food,1,4.25,4.25,Card,Mike Davis
2024-04-28,16:50,Salad,Food,1,8.5,8.5,Card,Sarah Johnson
2024-04-28,15:10,Latte,Coffee,1,5.0,5.0,Cash,John Smith
2024-04-28,08:29,Latte,Coffee,1,5.0,5.0,Mobile Pay,Mike Davis
2024-04-28,06:31,Bagel,Food,1,4.25,4.25,Cash,Emma Wilson
2024-04-28,06:30,Espresso,Coffee,2,2.5,5.0,Mobile Pay,Alex Brown
2024-04-28,20:00,Bagel,Food,1,4.25,4.25,Mobile Pay,Mike Davis
2024-04-28,19:34,Bagel,Food,1,4.25,4.25,Card,Sarah Johnson
2024-04-28,12:20,Salad,Food,1,8.5,8.5,Cash,Emma Wilson
2024-04-28,13:12,Muffin,Food,1,3.75,3.75,Card,Mike Davis
2024-04-28,18:52,Sandwich,Food,1,7.5,7.5,Mobile Pay,John Smith
2024-04-28,08:25,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,John Smith
2024-04-28,08:07,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Sarah Johnson
2024-04-28,06:53,Tea,Beverages,1,2.75,2.75,Card,Mike Davis
2024-04-28,06:53,Cappuccino,Coffee,1,4.5,4.5,Cash,Mike Davis
2024-04-28,11:00,Americano,Coffee,1,3.5,3.5,Card,John Smith
2024-04-28,11:00,Sandwich,Food,1,7.5,7.5,Cash,Sarah Johnson
2024-04-28,13:16,Americano,Coffee,1,3.5,3.5,Card,Alex Brown
2024-04-28,07:32,Cappuccino,Coffee,1,4.5,4.5,Cash,Sarah Johnson
2024-04-28,07:32,Americano,Coffee,1,3.5,3.5,Card,Sarah Johnson
2024-04-28,08:38,Cappuccino,Coffee,2,4.5,9.0,Cash,Mike Davis
2024-04-28,11:43,Sandwich,Food,1,7.5,7.5,Mobile Pay,Mike Davis
2024-04-28,11:43,Salad,Food,2,8.5,17.0,Card,Mike Davis
2024-04-28,11:43,Bagel,Food,1,4.25,4.25,Cash,Emma Wilson
2024-04-28,07:37,Cold Brew,Coffee,1,4.0,4.0,Cash,Sarah Johnson
2024-04-28,07:37,Bagel,Food,1,4.25,4.25,Card,Alex Brown
2024-04-28,07:37,Cold Brew,Coffee,2,4.0,8.0,Mobile Pay,John Smith
2024-04-28,04:00,Latte,Coffee,1,5.0,5.0,Cash,Alex Brown
2024-04-28,04:00,Americano,Coffee,1,3.5,3.5,Cash,Emma Wilson
2024-04-28,04:00,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Alex Brown
2024-04-28,16:08,Cappuccino,Coffee,2,4.5,9.0,Mobile Pay,Mike Davis
2024-04-28,16:08,Muffin,Food,1,3.75,3.75,Card,Emma Wilson
2024-04-28,18:58,Americano,Coffee,1,3.5,3.5,Cash,Emma Wilson
2024-04-28,18:58,Croissant,Food,1,3.25,3.25,Cash,Mike Davis
2024-04-28,12:56,Cold Brew,Coffee,1,4.0,4.0,Cash,Sarah Johnson
2024-04-28,09:42,Americano,Coffee,2,3.5,7.0,Mobile Pay,Alex Brown
2024-04-29,01:34,Muffin,Food,1,3.75,3.75,Card,Mike Davis
2024-04-29,06:08,Mocha,Coffee,2,5.5,11.0,Card,John Smith
2024-04-29,06:08,Fresh Juice,Beverages,1,4.25,4.25,Card,Emma Wilson
2024-04-29,06:08,Muffin,Food,1,3.75,3.75,Card,Emma Wilson
2024-04-29,15:06,Latte,Coffee,1,5.0,5.0,Cash,Mike Davis
2024-04-29,07:05,Cold Brew,Coffee,1,4.0,4.0,Card,Sarah Johnson
2024-04-29,13:23,Mocha,Coffee,1,5.5,5.5,Cash,Alex Brown
2024-04-29,07:42,Mocha,Coffee,1,5.5,5.5,Card,John Smith
2024-04-29,19:03,Salad,Food,1,8.5,8.5,Cash,Sarah Johnson
2024-04-29,09:24,Cappuccino,Coffee,2,4.5,9.0,Mobile Pay,Emma Wilson
2024-04-29,07:41,Bagel,Food,1,4.25,4.25,Cash,Emma Wilson
2024-04-29,20:23,Fresh Juice,Beverages,1,4.25,4.25,Cash,Mike Davis
2024-04-29,10:29,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Emma Wilson
2024-04-29,10:29,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Emma Wilson
2024-04-29,14:45,Fresh Juice,Beverages,1,4.25,4.25,Cash,Mike Davis
2024-04-29,14:45,Cold Brew,Coffee,1,4.0,4.0,Card,Sarah Johnson
2024-04-29,14:45,Muffin,Food,1,3.75,3.75,Mobile Pay,John Smith
2024-04-29,05:15,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Sarah Johnson
2024-04-29,05:15,Bagel,Food,1,4.25,4.25,Card,Mike Davis
2024-04-29,07:21,Espresso,Coffee,1,2.5,2.5,Card,Sarah Johnson
2024-04-29,07:21,Mocha,Coffee,2,5.5,11.0,Cash,John Smith
2024-04-29,16:03,Tea,Beverages,1,2.75,2.75,Mobile Pay,Alex Brown
2024-04-29,07:12,Americano,Coffee,1,3.5,3.5,Mobile Pay,Emma Wilson
2024-04-29,07:12,Sandwich,Food,1,7.5,7.5,Card,Alex Brown
2024-04-29,06:25,Sandwich,Food,1,7.5,7.5,Mobile Pay,John Smith
2024-04-29,12:25,Sandwich,Food,2,7.5,15.0,Mobile Pay,Alex Brown
2024-04-29,12:25,Cake Slice,Food,1,4.75,4.75,Card,John Smith
2024-04-29,11:41,Croissant,Food,1,3.25,3.25,Cash,John Smith
2024-04-29,04:46,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-04-29,19:53,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,John Smith
2024-04-29,19:53,Muffin,Food,1,3.75,3.75,Mobile Pay,Mike Davis
2024-04-29,19:53,Latte,Coffee,1,5.0,5.0,Card,Emma Wilson
2024-04-29,17:02,Muffin,Food,1,3.75,3.75,Mobile Pay,Alex Brown
2024-04-29,07:26,Bagel,Food,1,4.25,4.25,Card,Sarah Johnson
2024-04-29,07:26,Cold Brew,Coffee,1,4.0,4.0,Card,Sarah Johnson
2024-04-29,07:26,Espresso,Coffee,1,2.5,2.5,Card,Alex Brown
2024-04-29,19:51,Muffin,Food,1,3.75,3.75,Mobile Pay,Sarah Johnson
2024-04-29,19:51,Salad,Food,1,8.5,8.5,Cash,Mike Davis
2024-04-29,11:23,Cake Slice,Food,1,4.75,4.75,Card,John Smith
2024-04-29,00:12,Sandwich,Food,1,7.5,7.5,Cash,Alex Brown
2024-04-29,00:12,Latte,Coffee,1,5.0,5.0,Card,Emma Wilson
2024-04-29,00:12,Latte,Coffee,1,5.0,5.0,Mobile Pay,Mike Davis
2024-04-29,08:53,Cappuccino,Coffee,1,4.5,4.5,Cash,Alex Brown
2024-04-29,11:09,Tea,Beverages,1,2.75,2.75,Card,John Smith
2024-04-29,11:09,Croissant,Food,1,3.25,3.25,Cash,John Smith
2024-04-29,13:51,Mocha,Coffee,1,5.5,5.5,Card,John Smith
2024-04-29,13:51,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-04-29,06:38,Muffin,Food,1,3.75,3.75,Card,Mike Davis
2024-04-29,06:38,Mocha,Coffee,1,5.5,5.5,Cash,Mike Davis
2024-04-29,15:34,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,John Smith
2024-04-29,15:34,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Emma Wilson
2024-04-29,06:35,Bagel,Food,1,4.25,4.25,Mobile Pay,John Smith
2024-04-29,06:35,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-04-29,17:55,Mocha,Coffee,1,5.5,5.5,Card,Mike Davis
2024-04-29,08:53,Tea,Beverages,1,2.75,2.75,Mobile Pay,John Smith
2024-04-29,08:53,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-04-29,13:17,Americano,Coffee,1,3.5,3.5,Card,John Smith
2024-04-29,13:17,Salad,Food,1,8.5,8.5,Cash,John Smith
2024-04-29,19:23,Bagel,Food,2,4.25,8.5,Cash,John Smith
2024-04-29,19:15,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-04-29,19:15,Salad,Food,1,8.5,8.5,Mobile Pay,John Smith
2024-04-29,07:37,Americano,Coffee,1,3.5,3.5,Cash,Mike Davis
2024-04-29,16:42,Latte,Coffee,1,5.0,5.0,Cash,Alex Brown
2024-04-29,12:23,Latte,Coffee,1,5.0,5.0,Mobile Pay,Mike Davis
2024-04-29,12:23,Latte,Coffee,1,5.0,5.0,Mobile Pay,Emma Wilson
2024-04-29,11:05,Bagel,Food,1,4.25,4.25,Card,Alex Brown
2024-04-29,02:44,Bagel,Food,1,4.25,4.25,Cash,Mike Davis
2024-04-29,22:47,Espresso,Coffee,1,2.5,2.5,Mobile Pay,John Smith
2024-04-29,22:47,Mocha,Coffee,1,5.5,5.5,Card,Mike Davis
2024-04-29,22:47,Tea,Beverages,2,2.75,5.5,Cash,John Smith
2024-04-29,08:50,Salad,Food,1,8.5,8.5,Card,Alex Brown
2024-04-29,08:50,Latte,Coffee,1,5.0,5.0,Cash,Mike Davis
2024-04-29,08:50,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,John Smith
2024-04-29,06:37,Americano,Coffee,1,3.5,3.5,Cash,Sarah Johnson
2024-04-29,12:54,Cappuccino,Coffee,1,4.5,4.5,Card,Emma Wilson
2024-04-29,13:59,Mocha,Coffee,1,5.5,5.5,Card,Emma Wilson
2024-04-29,07:33,Fresh Juice,Beverages,1,4.25,4.25,Mobile Pay,Sarah Johnson
2024-04-29,16:34,Cappuccino,Coffee,1,4.5,4.5,Card,Sarah Johnson
2024-04-29,19:06,Croissant,Food,1,3.25,3.25,Mobile Pay,Mike Davis
2024-04-29,19:06,Salad,Food,2,8.5,17.0,Mobile Pay,Alex Brown
2024-04-29,13:39,Salad,Food,1,8.5,8.5,Cash,Sarah Johnson
2024-04-29,06:20,Mocha,Coffee,2,5.5,11.0,Card,Mike Davis
2024-04-29,15:40,Salad,Food,1,8.5,8.5,Mobile Pay,Emma Wilson
2024-04-29,10:08,Tea,Beverages,1,2.75,2.75,Card,Alex Brown
2024-04-29,10:08,Smoothie,Beverages,1,6.0,6.0,Card,Sarah Johnson
2024-04-29,18:14,Sandwich,Food,2,7.5,15.0,Card,Mike Davis
2024-04-29,18:14,Americano,Coffee,2,3.5,7.0,Cash,John Smith
2024-04-29,14:21,Hot Chocolate,Beverages,1,4.0,4.0,Mobile Pay,Sarah Johnson
2024-04-29,17:18,Salad,Food,2,8.5,17.0,Card,Emma Wilson
2024-04-29,07:30,Bagel,Food,1,4.25,4.25,Cash,John Smith
2024-04-29,07:30,Espresso,Coffee,1,2.5,2.5,Card,Emma Wilson
2024-04-29,10:10,Cappuccino,Coffee,1,4.5,4.5,Card,Sarah Johnson
2024-04-29,10:10,Salad,Food,1,8.5,8.5,Mobile Pay,Alex Brown
2024-04-29,13:17,Muffin,Food,1,3.75,3.75,Mobile Pay,John Smith
2024-04-29,12:32,Cold Brew,Coffee,2,4.0,8.0,Mobile Pay,Emma Wilson
2024-04-29,12:30,Salad,Food,1,8.5,8.5,Mobile Pay,John Smith
2024-04-29,08:32,Cappuccino,Coffee,1,4.5,4.5,Card,Sarah Johnson
2024-04-29,08:32,Latte,Coffee,1,5.0,5.0,Card,Sarah Johnson
2024-04-29,08:35,Americano,Coffee,1,3.5,3.5,Cash,Sarah Johnson
2024-04-29,17:51,Croissant,Food,1,3.25,3.25,Card,John Smith
2024-04-29,23:36,Espresso,Coffee,1,2.5,2.5,Card,Emma Wilson
2024-04-29,23:36,Sandwich,Food,1,7.5,7.5,Cash,John Smith
2024-04-29,06:10,Latte,Coffee,1,5.0,5.0,Card,Emma Wilson
2024-04-29,11:21,Latte,Coffee,2,5.0,10.0,Card,Alex Brown
2024-04-29,14:24,Cake Slice,Food,1,4.75,4.75,Mobile Pay,John Smith
2024-04-29,14:24,Latte,Coffee,2,5.0,10.0,Cash,Emma Wilson
2024-04-29,17:16,Espresso,Coffee,1,2.5,2.5,Cash,Emma Wilson
2024-04-29,17:16,Croissant,Food,1,3.25,3.25,Cash,Mike Davis
2024-04-29,09:35,Cold Brew,Coffee,1,4.0,4.0,Cash,Emma Wilson
2024-04-29,07:18,Espresso,Coffee,1,2.5,2.5,Cash,Mike Davis
2024-04-29,07:18,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Sarah Johnson
2024-04-29,07:14,Cappuccino,Coffee,1,4.5,4.5,Card,Mike Davis
2024-04-29,07:14,Cold Brew,Coffee,2,4.0,8.0,Mobile Pay,Emma Wilson
2024-04-29,11:36,Salad,Food,1,8.5,8.5,Cash,John Smith
2024-04-29,11:36,Cappuccino,Coffee,1,4.5,4.5,Card,Alex Brown
2024-04-29,06:55,Mocha,Coffee,1,5.5,5.5,Card,Emma Wilson
2024-04-29,15:19,Muffin,Food,1,3.75,3.75,Cash,Sarah Johnson
2024-04-29,15:19,Cappuccino,Coffee,1,4.5,4.5,Card,Emma Wilson
2024-04-29,17:34,Mocha,Coffee,1,5.5,5.5,Cash,John Smith
2024-04-29,17:34,Latte,Coffee,1,5.0,5.0,Cash,Sarah Johnson
2024-04-29,12:53,Muffin,Food,1,3.75,3.75,Mobile Pay,Alex Brown
2024-04-29,16:12,Americano,Coffee,1,3.5,3.5,Cash,Sarah Johnson
2024-04-29,18:12,Mocha,Coffee,1,5.5,5.5,Card,Sarah Johnson
2024-04-29,17:01,Smoothie,Beverages,1,6.0,6.0,Cash,Mike Davis
2024-04-29,17:01,Muffin,Food,2,3.75,7.5,Card,Mike Davis
2024-04-29,11:09,Mocha,Coffee,1,5.5,5.5,Cash,Alex Brown
2024-04-29,08:20,Salad,Food,2,8.5,17.0,Cash,Emma Wilson
2024-04-29,07:47,Croissant,Food,1,3.25,3.25,Card,John Smith
2024-04-29,07:00,Croissant,Food,1,3.25,3.25,Cash,Emma Wilson
2024-04-29,02:03,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Sarah Johnson
2024-04-29,16:40,Americano,Coffee,1,3.5,3.5,Mobile Pay,Alex Brown
2024-04-29,16:40,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Alex Brown
2024-04-29,07:15,Smoothie,Beverages,1,6.0,6.0,Mobile Pay,Alex Brown
2024-04-29,11:32,Cake Slice,Food,1,4.75,4.75,Card,Sarah Johnson
2024-04-29,11:32,Cake Slice,Food,1,4.75,4.75,Cash,Emma Wilson
2024-04-29,17:33,Hot Chocolate,Beverages,2,4.0,8.0,Card,Alex Brown
2024-04-29,17:33,Smoothie,Beverages,2,6.0,12.0,Mobile Pay,Mike Davis
2024-04-29,14:40,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-04-29,14:48,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-04-29,14:48,Cake Slice,Food,1,4.75,4.75,Cash,Mike Davis
2024-04-29,14:48,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Emma Wilson
2024-04-29,12:34,Croissant,Food,1,3.25,3.25,Card,Emma Wilson
2024-04-29,16:04,Mocha,Coffee,1,5.5,5.5,Mobile Pay,Sarah Johnson
2024-04-29,06:16,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-04-29,14:45,Bagel,Food,1,4.25,4.25,Card,Emma Wilson
2024-04-30,20:09,Cappuccino,Coffee,2,4.5,9.0,Cash,Mike Davis
2024-04-30,20:09,Cold Brew,Coffee,1,4.0,4.0,Card,John Smith
2024-04-30,02:21,Smoothie,Beverages,1,6.0,6.0,Cash,John Smith
2024-04-30,02:21,Latte,Coffee,1,5.0,5.0,Mobile Pay,John Smith
2024-04-30,02:21,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-04-30,11:50,Cold Brew,Coffee,2,4.0,8.0,Cash,Emma Wilson
2024-04-30,11:50,Sandwich,Food,1,7.5,7.5,Card,Emma Wilson
2024-04-30,12:52,Bagel,Food,2,4.25,8.5,Mobile Pay,Emma Wilson
2024-04-30,19:44,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-04-30,19:44,Cold Brew,Coffee,1,4.0,4.0,Cash,Emma Wilson
2024-04-30,12:18,Espresso,Coffee,1,2.5,2.5,Mobile Pay,Emma Wilson
2024-04-30,11:14,Salad,Food,1,8.5,8.5,Card,John Smith
2024-04-30,09:26,Espresso,Coffee,1,2.5,2.5,Card,John Smith
2024-04-30,07:51,Espresso,Coffee,1,2.5,2.5,Card,John Smith
2024-04-30,07:51,Latte,Coffee,1,5.0,5.0,Card,Mike Davis
2024-04-30,08:02,Salad,Food,1,8.5,8.5,Mobile Pay,Mike Davis
2024-04-30,08:02,Americano,Coffee,2,3.5,7.0,Cash,Sarah Johnson
2024-04-30,07:12,Hot Chocolate,Beverages,1,4.0,4.0,Card,John Smith
2024-04-30,07:12,Cold Brew,Coffee,1,4.0,4.0,Card,Emma Wilson
2024-04-30,11:39,Croissant,Food,1,3.25,3.25,Cash,John Smith
2024-04-30,12:11,Muffin,Food,2,3.75,7.5,Mobile Pay,Mike Davis
2024-04-30,06:23,Americano,Coffee,1,3.5,3.5,Card,Mike Davis
2024-04-30,12:36,Muffin,Food,2,3.75,7.5,Cash,Mike Davis
2024-04-30,15:32,Salad,Food,1,8.5,8.5,Mobile Pay,Mike Davis
2024-04-30,15:32,Cake Slice,Food,1,4.75,4.75,Mobile Pay,Mike Davis
2024-04-30,06:43,Cold Brew,Coffee,1,4.0,4.0,Mobile Pay,Mike Davis
2024-04-30,06:43,Sandwich,Food,1,7.5,7.5,Mobile Pay,Sarah Johnson
2024-04-30,17:36,Tea,Beverages,1,2.75,2.75,Cash,Sarah Johnson
2024-04-30,07:59,Latte,Coffee,1,5.0,5.0,Card,Mike Davis
2024-04-30,02:00,Americano,Coffee,1,3.5,3.5,Mobile Pay,Mike Davis
2024-04-30,02:00,Cappuccino,Coffee,1,4.5,4.5,Mobile Pay,Mike Davis
